date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:14	2812/2812	---M-Z	200	added ('OK')	text/css	etag:%22afc-53bea491c6508-gzip%22	https://devitems.com/html/espone-preview/espone/css/meanmenu.min.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/css/meanmenu.min.css	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:15	7642/7642	---M-Z	200	added ('OK')	text/css	etag:%221dda-53bea49283860-gzip%22	https://devitems.com/html/espone-preview/espone/css/owl.carousel.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/css/owl.carousel.css	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:16	27466/27466	---M-Z	200	added ('OK')	text/css	etag:%226b4a-53bea48fc3e90-gzip%22	https://devitems.com/html/espone-preview/espone/css/font-awesome.min.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/css/font-awesome.min.css	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:17	103983/103983	---M-Z	200	added ('OK')	text/css	etag:%221962f-53cebc557306b-gzip%22	https://devitems.com/html/espone-preview/espone/style.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/style.css	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:19	22195/22195	---M-Z	200	added ('OK')	text/css	etag:%2256b3-53cebc674027b-gzip%22	https://devitems.com/html/espone-preview/espone/css/responsive.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/css/responsive.css	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:20	15514/15514	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c9a-53bea501fdda8-gzip%22	https://devitems.com/html/espone-preview/espone/js/vendor/modernizr-2.8.3.min.js	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/js/vendor/modernizr-2.8.3.min.js	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:22	47635/47635	---M-Z	200	added ('OK')	text/html	etag:%22ba13-53bea4717a7e0-gzip%22	https://devitems.com/html/espone-preview/espone/my-account.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/my-account.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:23	48391/48391	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Sep%202016%2006:15:20%20GMT	https://devitems.com/html/espone-preview/espone/My-wishlist.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/My-wishlist.10.delayed	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:25	68907/68907	---M-Z	200	added ('OK')	text/html	etag:%2210d2b-53bea46b4bba8-gzip%22	https://devitems.com/html/espone-preview/espone/checkout.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/checkout.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:25	7695/7695	---M--	200	added ('OK')	image/png	etag:%221e0f-53bea4f500e70%22	https://devitems.com/html/espone-preview/espone/img/logo/logo.png	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/logo/logo.png	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:27	291478/291478	---M-Z	200	added ('OK')	text/html	etag:%2247296-53bea46db3f08-gzip%22	https://devitems.com/html/espone-preview/espone/index-2.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/index-2.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:28	174015/174015	---M-Z	200	added ('OK')	text/html	etag:%222a7bf-53bea46d9d7a8-gzip%22	https://devitems.com/html/espone-preview/espone/index-3.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/index-3.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:29	191908/191908	---M-Z	200	added ('OK')	text/html	etag:%222eda4-53bea46fbb788-gzip%22	https://devitems.com/html/espone-preview/espone/index-4.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/index-4.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:30	126916/126916	---M-Z	200	added ('OK')	text/html	etag:%221efc4-53bea475e2e90-gzip%22	https://devitems.com/html/espone-preview/espone/shop.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/shop.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:31	66849/66849	---M-Z	200	added ('OK')	text/html	etag:%2210521-53bea469acef0-gzip%22	https://devitems.com/html/espone-preview/espone/blog.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/blog.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:32	66853/66853	---M-Z	200	added ('OK')	text/html	etag:%2210525-53bea4666f198-gzip%22	https://devitems.com/html/espone-preview/espone/blog-left-sidebar.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/blog-left-sidebar.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:33	66855/66855	---M-Z	200	added ('OK')	text/html	etag:%2210527-53bea4683b8c8-gzip%22	https://devitems.com/html/espone-preview/espone/blog-right-sidebar.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/blog-right-sidebar.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:34	65994/65994	---M-Z	200	added ('OK')	text/html	etag:%22101ca-53bea4680cac8-gzip%22	https://devitems.com/html/espone-preview/espone/blog-no-sidebar.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/blog-no-sidebar.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:36	54142/54142	---M-Z	200	added ('OK')	text/html	etag:%22d37e-53bea476ec4a8-gzip%22	https://devitems.com/html/espone-preview/espone/single-blog.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/single-blog.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:37	50136/50136	---M-Z	200	added ('OK')	text/html	etag:%22c3d8-53bea47225e10-gzip%22	https://devitems.com/html/espone-preview/espone/my-wishlist.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/my-wishlist-2.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:37	126086/126086	---M-Z	200	added ('OK')	text/html	etag:%221ec86-53bea473618d8-gzip%22	https://devitems.com/html/espone-preview/espone/shop-left-sidebar.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/shop-left-sidebar.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:38	126089/126089	---M-Z	200	added ('OK')	text/html	etag:%221ec89-53bea4754acf8-gzip%22	https://devitems.com/html/espone-preview/espone/shop-right-sidebar.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/shop-right-sidebar.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:39	120619/120619	---M-Z	200	added ('OK')	text/html	etag:%221d72b-53bea47402328-gzip%22	https://devitems.com/html/espone-preview/espone/shop-no-sidebar.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/shop-no-sidebar.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:40	93596/93596	---M-Z	200	added ('OK')	text/html	etag:%2216d9c-53bea477c1ab8-gzip%22	https://devitems.com/html/espone-preview/espone/single-product.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/single-product.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:41	51684/51684	---M-Z	200	added ('OK')	text/html	etag:%22c9e4-53bea469d8640-gzip%22	https://devitems.com/html/espone-preview/espone/cart.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/cart.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:42	45303/45303	---M-Z	200	added ('OK')	text/html	etag:%22b0f7-53bea466a0e78-gzip%22	https://devitems.com/html/espone-preview/espone/404.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/404.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:43	46321/46321	---M-Z	200	added ('OK')	text/html	etag:%22b4f1-53bea46b6ee28-gzip%22	https://devitems.com/html/espone-preview/espone/contact.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/contact.html	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:44	2759/2759	---M--	200	added ('OK')	image/jpeg	etag:%22ac7-53bea4fc5f220%22	https://devitems.com/html/espone-preview/espone/img/topcart/1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/topcart/1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:45	3094/3094	---M--	200	added ('OK')	image/jpeg	etag:%22c16-53bea4fc5ea50%22	https://devitems.com/html/espone-preview/espone/img/topcart/2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/topcart/2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:46	131788/131788	---M--	200	added ('OK')	image/jpeg	etag:%22202cc-53bea533cb9c0%22	https://devitems.com/html/espone-preview/espone/img/slider/home-1/home1_slider1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/slider/home-1/home1_slider1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:47	116431/116431	---M--	200	added ('OK')	image/jpeg	etag:%221c6cf-53bea533da420%22	https://devitems.com/html/espone-preview/espone/img/slider/home-1/home1_slider2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/slider/home-1/home1_slider2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:48	38671/38671	---M--	200	added ('OK')	image/jpeg	etag:%22970f-53bea51ee9e80%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/19.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/19.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:48	41761/41761	---M--	200	added ('OK')	image/jpeg	etag:%22a321-53bea52332d48%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/4.3.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/4.3.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:49	36999/36999	---M--	200	added ('OK')	image/jpeg	etag:%229087-53bea51ee0240%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/20_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/20_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:50	26388/26388	---M--	200	added ('OK')	image/jpeg	etag:%226714-53bea5203b8d8%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/2_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/2_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:51	42286/42286	---M--	200	added ('OK')	image/jpeg	etag:%22a52e-53bea521d6ee0%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/3.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/3.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:52	10000/10000	---M--	200	added ('OK')	image/jpeg	etag:%222710-53bea4fab26c0%22	https://devitems.com/html/espone-preview/espone/img/test/avata1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/test/avata1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:53	32040/32040	---M--	200	added ('OK')	image/jpeg	etag:%227d28-53bea5296f058%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:54	39745/39745	---M--	200	added ('OK')	image/jpeg	etag:%229b41-53bea52967358%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/10_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/10_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:55	40508/40508	---M--	200	added ('OK')	image/jpeg	etag:%229e3c-53bea52b02d48%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/13_2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/13_2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:56	21584/21584	---M--	200	added ('OK')	image/jpeg	etag:%225450-53bea52acf128%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/15_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/15_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:57	38671/38671	---M--	200	added ('OK')	image/jpeg	etag:%22970f-53bea52c2d6a0%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/19.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/19.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:57	23846/23846	---M--	200	added ('OK')	image/jpeg	etag:%225d26-53bea52d88568%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/23_2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/23_2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:15:58	26388/26388	---M--	200	added ('OK')	image/jpeg	etag:%226714-53bea52dab7e8%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/2_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/2_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:00	42286/42286	---M--	200	added ('OK')	image/jpeg	etag:%22a52e-53bea52f24b10%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/6.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/6.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:01	20347/20347	---M--	200	added ('OK')	image/jpeg	etag:%224f7b-53bea52effd38%22	https://devitems.com/html/espone-preview/espone/img/product/tab-product/7.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/tab-product/7.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:02	46515/46515	---M--	200	added ('OK')	image/jpeg	etag:%22b5b3-53bea4d5d9ce0%22	https://devitems.com/html/espone-preview/espone/img/banner/1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/banner/1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:03	64951/64951	---M--	200	added ('OK')	image/jpeg	etag:%22fdb7-53bea4d5dcbc0%22	https://devitems.com/html/espone-preview/espone/img/banner/2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/banner/2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:04	59706/59706	---M--	200	added ('OK')	image/jpeg	etag:%22e93a-53bea4d77a8d8%22	https://devitems.com/html/espone-preview/espone/img/banner/3.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/banner/3.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:05	32040/32040	---M--	200	added ('OK')	image/jpeg	etag:%227d28-53bea52328550%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/4.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/4.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:06	16458/16458	---M--	200	added ('OK')	image/jpeg	etag:%22404a-53bea52439868%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/5.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/5.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:07	39745/39745	---M--	200	added ('OK')	image/jpeg	etag:%229b41-53bea52592408%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/7.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/7.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:08	17815/17815	---M--	200	added ('OK')	image/jpeg	etag:%224597-53bea525e0608%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/8.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/8.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:09	34035/34035	---M--	200	added ('OK')	image/jpeg	etag:%2284f3-53bea4d737a88%22	https://devitems.com/html/espone-preview/espone/img/banner/static_img4.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/banner/static_img4.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:11	42902/42902	---M--	200	added ('OK')	image/jpeg	etag:%22a796-53bea4d8de828%22	https://devitems.com/html/espone-preview/espone/img/banner/static_img5.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/banner/static_img5.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:12	23846/23846	---M--	200	added ('OK')	image/jpeg	etag:%225d26-53bea5203dc00%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/23_2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/23_2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:14	21042/21042	---M--	200	added ('OK')	image/jpeg	etag:%225232-53bea526e80c8%22	https://devitems.com/html/espone-preview/espone/img/product/product-img/9.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/product/product-img/9.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:17	47873/47873	---M--	200	added ('OK')	image/jpeg	etag:%22bb01-53bea4db27b70%22	https://devitems.com/html/espone-preview/espone/img/blog/blog1_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/blog/blog1_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:19	86218/86218	---M--	200	added ('OK')	image/jpeg	etag:%22150ca-53bea4db313c8%22	https://devitems.com/html/espone-preview/espone/img/blog/blog2_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/blog/blog2_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:19	85935/85935	---M--	200	added ('OK')	image/jpeg	etag:%2214faf-53bea4dccd970%22	https://devitems.com/html/espone-preview/espone/img/blog/blog3_1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/blog/blog3_1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:20	5711/5711	---M--	200	added ('OK')	image/jpeg	etag:%22164f-53bea4dfccec8%22	https://devitems.com/html/espone-preview/espone/img/brand/br1.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/brand/br1.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:22	6376/6376	---M--	200	added ('OK')	image/jpeg	etag:%2218e8-53bea4e016690%22	https://devitems.com/html/espone-preview/espone/img/brand/br2.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/brand/br2.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:23	5831/5831	---M--	200	added ('OK')	image/jpeg	etag:%2216c7-53bea4e0dc2a0%22	https://devitems.com/html/espone-preview/espone/img/brand/br3.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/brand/br3.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:24	6532/6532	---M--	200	added ('OK')	image/jpeg	etag:%221984-53bea4e12c3e0%22	https://devitems.com/html/espone-preview/espone/img/brand/br4.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/brand/br4.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:25	6909/6909	---M--	200	added ('OK')	image/jpeg	etag:%221afd-53bea4e1eb678%22	https://devitems.com/html/espone-preview/espone/img/brand/br5.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/brand/br5.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:27	4079/4079	---M--	200	added ('OK')	image/jpeg	etag:%22fef-53bea4e202990%22	https://devitems.com/html/espone-preview/espone/img/brand/br6.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/brand/br6.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:31	67639/67639	---M--	200	added ('OK')	image/jpeg	etag:%2210837-53bea4cd76580%22	https://devitems.com/html/espone-preview/espone/img/about/about_us.jpg	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/about/about_us.jpg	(from https://devitems.com/html/espone-preview/espone/index.html)
13:16:32	3479/3479	---M--	200	added ('OK')	image/png	etag:%22d97-53bea5003f138%22	https://devitems.com/html/espone-preview/espone/img/tweet/sMv5yar__normal.png	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/ligman/chuongnh/devitems.com/html/espone-preview/espone/img/tweet/sMv5yar__normal.png	(from https://devitems.com/html/espone-preview/espone/index.html)
